Name,Address,Phone,Quantity,Brand,Province
VinFast Gia Lai,"Số 306 Đường Phạm Văn Đồng, Phường Thống Nhất, Thành phố Pleiku, Tỉnh Gia Lai",0969448335,15,Vinfas,Gia Lai
VinFast Công Thành,"Số 84 Đường Ybih Aleo, Phường Tân Lợi, Thành phố Buôn Ma Thuột, Tỉnh Đắk Lắk",0969448335,15,Vinfas,Đắk Lắk
VinFast Hải Châu,"115 Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Thành phố Đà Nẵng",0969448335,15,Vinfas,Đà Nẵng
VinFast Đà Nẵng,"A2-2, ngã tư Tuyên Sơn, Đường 2/9, quận Hải Châu, Đà Nẵng",0969448335,15,Vinfas,Đà Nẵng
VinFast Cần Thơ,"Số 274 Đường 30/4, Phường Hưng Lợi, Quận Ninh Kiều, Thành phố Cần Thơ",0969448335,15,Vinfas,Cần Thơ
VinFast Nam Thái,"T6/27 Đại Lộ Bình Dương, Khu phố Bình Đức 2, Phường Bình Hòa, Thị xã Thuận An, Tỉnh Bình Dương",0969448335,15,Vinfas,Bình Dương
VinFast Nam Hải,"Quốc lộ 51, Khu phố 2, P.Phước Trung, TP.Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu",0969448335,15,Vinfas,Bà Rịa-Vũng Tàu
VinFast An Thái,"Số 464 Đường Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, Thành phố Hồ Chí Minh",0969448335,15,Vinfas,TP HCM
VinFast Phú Mỹ Hưng,"Số 1489 Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh",0969448335,15,Vinfas,TP HCM
VinFast Oto Mỹ Đình 3,"Khu công nghiệp Thạch Thất - Quốc Oai, Thị Trấn Quốc Oai, Huyện Quốc Oai, Hà Nội",0969448335,15,Vinfas,Hà Nội
VinFast Oto Mỹ Đình 2,"162 Phố Trường Chinh, Quận Đống Đa, TP. Hà Nội",0969448335,15,Vinfas,Hà Nội
VinFast Thăng Long,"68 Trịnh Văn Bô, P.Phương Canh, Q.Nam Từ Liêm, Hà Nội",0969448335,15,Vinfas,Hà Nội
Vinfast Newway,"183 Phố Yên Lãng, Phường Thịnh Quang, quận Đống Đa, Hà Nội",0969448335,15,Vinfas,Hà Nội
VinFast Mỹ Đình,"Số 8 Phạm Hùng, Cầu Giấy, Hà Nội",0969448335,15,Vinfas,Hà Nội
VinFast Hà Nội,"Số 948 Đường Quang Trung kéo dài, Do Lộ, Phường Yên Nghĩa, Quận Hà Đông, Thành phố Hà Nội",0969448335,15,Vinfas,Hà Nội
VinFast Trà Vinh,"Tầng 1, TTTM Vincom Trà Vinh, 24 Nguyễn Thị Minh Khai, Phường 2, Thành phố Trà Vinh, Tỉnh Trà Vinh",0969448335,15,Vinfas,Trà Vinh
VinFast Sóc Trăng,"Tầng 1, TTTM Vincom Plaza, Số 20-22 Trần Hưng Đạo, Khóm 1, Phường 2, Thành phố Sóc Trăng, Tỉnh Sóc Trăng",0969448335,15,Vinfas,Sóc Trăng
VinFast Hậu Giang,"Tầng 1, TTTM Vincom Hậu Giang, Số 01 đường 3 tháng 2, Khu vực 3, Phường 5, TP. Vị Thanh, Tỉnh Hậu Giang",0969448335,15,Vinfas,Hậu Giang
"VinFast Việt Trì, Phú Thọ","Tầng 1, TTTM Vincom Plaza Việt Trì, Số 2 đại lộ Hùng Vương, Tp. Việt Trì, T. Phú Thọ",0969448335,15,Vinfas,Phú Thọ
VinFast Tuyên Quang,"Tầng 1, TTTM Vincom Plaza Tuyên Quang, Số 260 Quang Trung, Phường Phan Thiết, Thành phố Tuyên Quang, Tỉnh Tuyên Quang",0969448335,15,Vinfas,Tuyên Quang
VinFast Tây Ninh,"Tầng L1, TTTM Vincom Plaza Tây Ninh, 444 Ba Mươi Tháng Tư, Khu phố 1, P.3, TP.Tây Ninh, Tỉnh Tây Ninh",0969448335,15,Vinfas,Tây Ninh
VinFast Kiên Giang,"Tầng L1, TTTM Vincom Plaza Kiên Giang, Lô A12, KP1, Đường Cô Bắc, Phường Vĩnh Bảo, Thành phố Rạch Gía, Tỉnh Kiên Giang",0969448335,15,Vinfas,Kiên Giang
VinFast Quảng Ngãi,"Tầng 1, TTTM Vincom Plaza Quảng Ngãi, số 26 Lê Thánh Tôn, Phường Nghĩa Chánh, Thành phố Quảng Ngãi, Tỉnh Quảng Ngãi",0969448335,15,Vinfas,Quảng Ngãi
"VinFast Phủ Lý, Hà Nam","Tổ hợp Thương mại - Dịch vụ Tổng hợp Hà Nam, Phường Minh Khai, Thành phố Phủ Lý, Tỉnh Hà Nam",0969448335,15,Vinfas,Hà Nam
VinFast Lạng Sơn,"Tầng 1, TTTM Vincom Plaza Lạng Sơn, Phía Nam Cầu Kỳ Lừa, phường Chi Lăng, thành phố Lạng Sơn, tỉnh Lạng Sơn",0969448335,15,Vinfas,Lạng Sơn
VinFast An Giang,"Tầng 1 TTTM Vincom Long Xuyên - An Giang, Phường Mỹ Bình, Thành phố Long Xuyên, Tỉnh An Giang, Việt Nam",0969448335,15,Vinfas,Hà Nội
VinFast Long An,"Tầng 1, TTTM Vincom Long An, Góc đường Hùng Vương và đường Mai Thị Tốt, P.2, TP.Tân An, Tỉnh Long An",0969448335,15,Vinfas,Long An
VinFast Vĩnh Long,"Tầng L1, TTTM Vincom Plaza Vĩnh Long, 55 Phạm Thái Bường, P. 4, TP.Vĩnh Long, Tỉnh Vĩnh Long",0969448335,15,Vinfas,Vĩnh Long
VinFast Cà Mau,"Tầng 1, TTTM Vincom Cà Mau, Đường Lê Duẩn, Phường 1, Thành phố Cà Mau, Tỉnh Cà Mau",0969448335,15,Vinfas,Cà Mau
VinFast Đồng Tháp,"Tầng 1, TTTM và Shophouse Cao Lãnh - Đồng Tháp, Phường 1, thành phố Cao Lãnh, Tỉnh Đồng Tháp",0969448335,15,Vinfas,Đồng Tháp
VinFast Tuy Hòa,"Tầng 1, Vincom Plaza Tuy Hòa, Góc Đông Bắc ngã tư đường Hùng Vương và đường Trần Phú, P.7, TP. Tuy Hòa, Tỉnh Phú Yên",0969448335,15,Vinfas,Phú Yên
VinFast Kon Tum,"Tầng 1, TTTM Vincom Plaza Kon Tum, Số 2 Phan Đình Phùng, Phường Quyết Thắng, thành phố Kon Tum, Tỉnh Kon Tum",0969448335,15,Vinfas,Kon Tum
VinFast Đồng Hới,"Khu trung tâm thương mại, khách sạn và nhà phố thương mại Đồng Hới, Đường Quách Xuân Kỳ, Phường Hải Đình, Thành phố Đồng Hới, Tỉnh Quảng Bình",0969448335,15,Vinfas,Quảng Bình
VinFast Hòa Bình,"Trung tâm thương mại và nhà phố thương mại Shophose Hòa Bình, đường Cù Chính Lan,P Đồng Tiến TP Hòa Bình, Tỉnh Hòa Bình",0969448335,15,Vinfas,Hòa Bình
VinFast Sơn La,"Tầng 1, TTTM Vincom Plaza Sơn La, Đường Trường Chinh, Tổ 3, Phường Quyết Thắng, Thành phố Sơn La, Tỉnh Sơn La",0969448335,15,Vinfas,Sơn La
VinFast Yên Bái,"TTTM Vincom Plaza Yên Bái, Công viên Yên Hòa, đường Thành Công, thành phố Yên Bái, tỉnh Yên Bái",0969448335,15,Vinfas,Yên Bái
VinFast Móng Cái – Quảng Ninh,"Tầng 1, TTTM Vincom Plaza Móng Cái, Phường Trần Phú, Thành phố Móng Cái, Tỉnh Quảng Ninh",0969448335,15,Vinfas,Quảng Ninh
VinFast Hạ Long – Quảng Ninh,"Tầng 1 TTTM Vincom Hạ Long Phường Bạch Đằng, TP Hạ Long - Tỉnh Quảng Ninh",0969448335,15,Vinfas,Quảng Ninh
VinFast Thái Nguyên,"Tầng 1, TTTM Vincom Plaza Thái Nguyên, 286 Lương Ngọc Quyến, Phường Quang Trung, Thành phố Thái Nguyên, Tỉnh Thái Nguyên",0969448335,15,Vinfas,Thái Nguyên
VinFast Trần Phú – Thanh Hóa,"Tầng 1, TTTM Vincom Thanh Hóa, 27 Trần Phú, P. Điện Biên, TP. Thanh Hóa, Tỉnh Thanh Hóa",0969448335,15,Vinfas,Thanh Hóa
VinFast Trần Phú – Nha Trang,"Tầng 1, TTTM Vincom Plaza Trần Phú, 78 Trần Phú, TP. Nha Trang, Tỉnh Khánh Hòa",0969448335,15,Vinfas,Khánh Hòa
VinFast Thái Nguyên – Nha Trang,"Tầng 1, TTTM Vincom Plaza Thái Nguyên, 60 Thái Nguyên, P. Phương Sài, TP. Nha Trang, Tỉnh Khánh Hòa",0969448335,15,Vinfas,Khánh Hòa
VinFast Imperia Hải Phòng,"Tầng L1, TTTM Vincom Plaza Imperia Hải Phòng, Số 1 Bạch Đằng, Phường Thượng Lý,Quận Hồng Bàng,TP Hải Phòng",0969448335,15,Vinfas,Hải Phòng
VinFast Hà Huy Tập,"Tầng L1, TTTM Vincom Plaza Biên Hòa - 1096 Phạm Văn Thuận, Tân Mai, Thành phố Biên Hòa, Đồng Nai",0969448335,15,Vinfas,Đồng Nai
VinFast Biên Hòa,"Tầng L1, TTTM Vincom Plaza Biên Hòa - 1096 Phạm Văn Thuận, Tân Mai, Thành phố Biên Hòa, Đồng Nai",0969448335,15,Vinfas,Đồng Nai
VinFast Ngô Quyền,"Tầng 1, TTTM Vincom Plaza Đà Nẵng - Số 910A Ngô Quyền, Quận Sơn Trà, Đà Nẵng",0969448335,15,Vinfas,Đà Nẵng
VinFast Hùng Vương – Cần Thơ,"Tầng L1, TTTM Vincom Plaza Hùng Vương - Số 2, đường Hùng Vương, P. Thới Bình, Quận Ninh Kiều, Cần Thơ",0969448335,15,Vinfas,Cần Thơ
VinFast Bình Dương,"Số 79, ĐT743B, khu phố thống nhất 1 , Dĩ An ,Bình Dương",0969448335,15,Vinfas,Bình Dương
VinFast Lý Thái Tổ,"Tầng 1, TTTM Vincom Plaza Lý Thái Tổ - Ngã 6 TP. Bắc Ninh, mặt đường Lý Thái Tổ và Trần Hưng Đạo, Bắc Ninh",0969448335,15,Vinfas,Bắc Ninh
VinFast Cộng Hòa,"Tầng 1, TTTM Vincom Cộng Hòa, 15-17 Cộng Hòa, Phường 4, Quận Tân Bình, thành phố Hồ Chí Minh",0969448335,15,Vinfas,TP HCM
VinFast Ba Tháng Hai,"Tầng 1, TTTM Vincom Ba Tháng Hai, 3C Đường 3 Tháng 2, Phường 11, Quận 10, Thành phố Hồ Chí Minh",0969448335,15,Vinfas,TP HCM
VinFast Đồng Khởi,"Tầng L1, TTTM Vincom Đồng Khởi, 72 Lê Thánh Tôn, P. Bến Nghé, Q.1, TP. Hồ Chí Minh",0969448335,15,Vinfas,TP HCM
VinFast Quang Trung,"Tầng L1, TTTM Vincom Quang Trung - 190 Quang Trung, Quận Gò Vấp, thành phố Hồ Chí Minh",0969448335,15,Vinfas,TP HCM
VinFast Lê Văn Việt,"Tầng 1, TTTM Vincom Plaza Lê Văn Việt - 50 Lê Văn Việt, Hiệp Phú, Quận 9, Tp Hồ Chí Minh",0969448335,15,Vinfas,TP HCM
VinFast Thảo Điền,"Tầng L1, TTTM Vincom Mega Mall Thảo Điền - 159 Xa lộ Hà Nội, Thảo Điền, Quận 2, Tp Hồ Chí Minh",0969448335,15,Vinfas,TP HCM
VinFast Landmark 81,"Tầng L1, TTTM Vincom Centre Landmark 81 - Khu đô thị Central Park, 208 đường Nguyễn Hữu Cảnh, Quận Bình Thạnh, Tp Hồ Chí Minh",0969448335,15,Vinfas,TP HCM
VinFast Ocean Park,"Tầng 1, TTTM Vincom Ocean Park, Khu đô thị Vinhomes Ocean Park - Cổng vận hành số 1, Kiêu Kỵ, Gia Lâm, Hà Nội",0969448335,15,Vinfas,Hà Nội
VinFast Phạm Văn Đồng,"166 Phạm Văn Đồng, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",0969448335,15,Vinfas,Hà Nội
VinFast Smart City,"Tầng 1, TTTM Vincom Megamall, Khu đô thị Vinhomes Smart City, Tây Mỗ - Đại Mỗ, Nam Từ Liêm, Hà Nội",0969448335,15,Vinfas,Hà Nội
VinFast Royal City,"Tầng B2, TTTM Vincom Mega Mall Royal City - 72A Nguyễn Trãi, Thượng Đình, Thanh Xuân, Hà Nội",0969448335,15,Vinfas,Hà Nội
VinFast Trần Duy Hưng,"Tầng L1, TTTM Vincom Center, 119 Trần Duy Hưng, Láng Thượng, Cầu Giấy, Hà Nội",0969448335,15,Vinfas,Hà Nội
VinFast Đại Việt,"Số 1 Đường Nguyễn Văn Linh, Phường Gia Thụy, Quận Long Biên, Thành phố Hà Nội",0969448335,15,Vinfas,Hà Nội
VinFast Long Biên,"Tầng 1, TTTM Vincom Plaza Long Biên - Khu đô thị Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Hà Nội",0969448335,15,Vinfas,Hà Nội
VinFast Times City,"Tầng B1, TTTM Vincom Mega Mall Times City - 458 Minh Khai, Vĩnh Tuy, Hai Bà Trưng, Hà Nội",0969448335,15,Vinfas,Hà Nội
Hyundai Sài Gòn,"70 Lương Định Của, P. Bình An, Quận 2, Thành phố Hồ Chí Minh",0969448335,33,Hyundai,TP HCM
Chevrolet Phú Mỹ Hưng,"Tòa nhà IPC, 1489 Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh",0969448335,0,Chevrolet,TP HCM
Audi Sài Gòn,"Quận 1, TP.HCM",0917 313 366,21,Audi,TP HCM
KIA Cà Mau,"Lô số 01, Vành Đai 2, Nguyễn Trãi, Phường 9, Thành Phố Cà Mau",0832777749,54,Kia,Cà Mau
KIA Bạc Liêu,"567, Ấp Tân Tạo, TT. Châu Hưng, H. Vĩnh Lợi, Tỉnh Bạc Liêu",0969448335,54,Kia,Bạc Liêu
KIA Tây Đô,"340 Cách Mạng Tháng Tám, P. Bùi Hữu Nghĩa, Q. Bình Thủy, Cần Thơ",0969448335,54,Kia,Cần Thơ
KIA Cần Thơ,"Đường Quang Trung, KDC Hưng Phú 1, P. Hưng Phú, Q. Cái Răng, Tp. Cần Thơ",0969448335,54,Kia,Cần Thơ
KIA Kiên Giang,"177 Cách Mạng Tháng Tám, Rạch Sỏi, Rạch Giá, tỉnh Kiên Giang",0969448335,54,Kia,Kiên Giang
KIA An Giang,"297 Trần Hưng Đạo, khóm An Thới, Phường Mỹ Thới, Tp Long Xuyên, Tỉnh An Giang",0969448335,54,Kia,An Giang
KIA Đồng Tháp,28 Lý Thường Kiệt Phường 1 TP Cao Lãnh Đồng Tháp,0969448335,54,Kia,Đồng Tháp
KIA Vĩnh Long,"Số 82 Tân Thuận An, Tân Ngãi, Tp Vĩnh Long",0969448335,54,Kia,Vĩnh Long
KIA Tiền Giang,"Quốc Lộ 1A, Khu Phố 2, Phường 10, Long An, Thành phố Mỹ Tho, Tiền Giang",0969448335,54,Kia,Tiền Giang
KIA Long An,"161 - 163 Đường Hùng Vương Nối Dài, Phường 6, TP Tân An, Tỉnh Long An",0969448335,54,Kia,Long An
KIA Bà Rịa,"QL51, Phước Trung, Bà Rịa, Bà Rịa - Vũng Tàu",0969448335,54,Kia,Bà Rịa-Vũng Tàu
KIA Long Khánh,"Số 535 đường 21 tháng 4, Phường Xuân Bình, Thành phố Long Khánh, Đồng Nai",0969448335,54,Kia,Đồng Nai
KIA Biên Hòa,"Số 19, Đường 2A, Phường An Bình, Thành phố Biên Hòa, tỉnh Đồng Nai",0962844581,54,Kia,Đồng Nai
KIA Thủ Dầu Một,"1220 Đại Lộ Bình Dương, Tổ 34, Khu Phố 4, Phường Định Hòa, TP. Thủ Dầu Một, Bình Dương",0969448335,54,Kia,Bình Dương
KIA Bình Dương,"56/9 ĐLBD, tổ 15, KP. Bình Giao, P.Thuận Giao, Tx.Thuận An, Bình Dương",0969448335,54,Kia,Bình Dương
KIA Tây Ninh,"Đường Hùng Vương, KP Thanh, Gò Dầu, Tây Ninh",0969448335,54,Kia,Tây Ninh
KIA Bình Phước,"648 Phú Riềng Đỏ, Tân Xuân, Đồng Xoài, Bình Phước",0969448335,54,Kia,Bình Phước
KIA Đà Lạt,"Ba Tháng Tư, Phường 3, Thành phố Đà Lạt, Lâm Đồng",0969448335,54,Kia,Lâm Đồng
KIA Bảo Lộc,"288 Trần Phú, Lộc Sơn, Bảo Lộc, Lâm Đồng",0376 247 214,54,Kia,Lâm Đồng
KIA Gia Lai,"93-95-97 Trường Chinh, Phường Phù Đổng, Thành phố Pleiku, Tỉnh Gia Lai",0969448335,54,Kia,Gia Lai
KIA Kon Tum,"609 Phan Đình Phùng, phường Duy Tân, TP. Kon Tum",0969448335,54,Kia,Kon Tum
KIA Phú Yên,"253 Nguyễn Tất Thành, Phường 8, TP. Tuy Hòa, Tỉnh Phú Yên",0969448335,54,Kia,Phú Yên
KIA Quảng Ngãi,"07 Đinh Tiên Hoàng, Phường Nghĩa Chánh, TP Quảng Ngãi, Tỉnh Quảng Ngãi",0969448335,54,Kia,Quảng Ngãi
KIA Quảng Nam,"Quốc lộ 1A, phường Tân Thạnh, Tam kỳ, Quảng Nam",0969448335,54,Kia,Quảng Nam
KIA Bình Định,"Khu ĐTTM An Phú, Đường Tây Sơn, P. Quang Trung, TP Quy Nhơn, Tỉnh Bình Định",0346319724,54,Kia,Bình Định
KIA Liên Chiểu,"405 Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Tp Đà Nẵng",0905687889,54,Kia,Đà Nẵng
KIA Đà Nẵng,"Đường Phạm Văn Đồng, Q.Sơn Trà, Tp Đà Nẵng",0905687889,54,Kia,Đà Nẵng
KIA Nguyễn Văn Linh – Huế,"Số 5 Nguyễn Văn Linh, Phường An Hòa, Tp Huế",0969448335,54,Kia,TT Huế
KIA Nguyễn Tất Thành – Huế,"145 Nguyễn Tất Thành, Phường Thủy Dương, Thị Xã Hương Thủy, Thừa Thiên Huế",0969448335,54,Kia,TT Huế
KIA Quảng Trị,"189 Lê Duẩn, TP. Đông Hà, Quảng Trị",0969448335,54,Kia,Quảng Trị
KIA Quảng Bình,95 Hữu Nghị - Phường Nam Lý - TP. Đồng Hới - Quảng Bình,0969448335,54,Kia,Quảng Bình
KIA Hà Tĩnh,"427 Trần Phú, Thạch Linh, Hà Tĩnh",0969448335,54,Kia,Hà Tĩnh
KIA Diễn Châu,"QL1A, Diễn Ngọc, Diễn Châu, Nghệ An",0969448335,54,Kia,Nghệ An
KIA Lê Lợi – Vinh,"219 Lê Lợi, Thành phố Vinh, Nghệ An",0969448335,54,Kia,Nghệ An
KIA Vinh,"Ngã tư Sân bay, Đại Lộ Lê-Nin, Đường sân bay Vinh, Nghi Phú, Thành phố Vinh, Nghệ An",0942798915,54,Kia,Nghệ An
KIA Thanh Hóa,"Khu Phố 2 Phường Quảng Hưng TP Thanh Hóa, Tỉnh Thanh Hóa",0969448335,54,Kia,Thanh Hóa
KIA Ninh Bình,"63 Lê Đại Hành, Phường Thanh Bình, Thành Phố Ninh Bình",0969448335,54,Kia,Ninh Bình
Volkswagen Sài Gòn – Trường Chinh,"682A Trường Chinh, Phường 15, Quận Tân Bình, TPHCM",0969448335,11,Volkswagen,TP HCM
KIA Nam Định,Km 93 Đại Lộ Thiên Trường - Tp Nam Định - Nam Định,0969448335,54,Kia,Nam Định
KIA Hà Nam,"Khu DVTM 4, P. Thanh Châu, TP. Phủ Lý, tỉnh Hà Nam",0969448335,54,Kia,Hà Nam
KIA Thái Bình,"Km3 + 500 Đường Hùng Vương, P. Phú Khánh, Tp. Thái Bình, T. Thái Bình",0969448335,54,Kia,Thái Bình
BMW Nha Trang,"Lô số 1, khu vực 2, đường 23/10, xã Vĩnh Hiệp, Thành phố Nha Trang, Tỉnh Khánh Hòa",0969448335,22,Bmw,Khánh Hòa
KIA Nguyễn Văn Linh Hải Phòng,"552 đường Nguyễn Văn Linh, phường Vĩnh Niệm, quận Lê Chân, thành phố Hải Phòng",0969448335,54,Kia,Hải Phòng
KIA Hải Phòng,"Số 336 đường Hà Nội, Phường Sở Dầu, Quận Hồng Bàng, TP. Hải Phòng",0969448335,54,Kia,Hải Phòng
KIA Bắc Ninh,"Đường Lê Thái Tổ, Phường Võ Cường, TP.Bắc Ninh, tỉnh Bắc Ninh",0969448335,54,Kia,Bắc Ninh
KIA Vĩnh Phúc,"Xóm Phổ, Quất Lưu, Bình Xuyên, Vĩnh Phúc",0969448335,54,Kia,Vĩnh Phúc
KIA Phú Thọ,"Số 1205, Đại lộ Hùng Vương, P. Tiên Cát, Tp. Việt Trì, Phú Thọ",0969448335,54,Kia,Phú Thọ
KIA Bắc Giang,"Ngã tư cây xăng Kế, Phường Dĩnh Kế, Bắc Giang",0969448335,54,Kia,Bắc Giang
KIA Cẩm Phả,"Quan Hanh, Cẩm Phả, Quảng Ninh, Việt Nam",0969448335,54,Kia,Hà Nội
KIA Móng Cái,"Km 4, Phường Hải Yên, TP Móng Cái, Tỉnh Quảng Ninh",0969448335,54,Kia,Quảng Ninh
KIA Quảng Ninh,"Km103, QL18A, P. Hà Khẩu, TP Hạ Long, Quảng Ninh",0969448335,54,Kia,Quảng Ninh
KIA Lạng Sơn,"KĐT phía Đông TP Lạng Sơn, Quốc lộ 1A, P Đông Kinh, TP. Lạng Sơn, Lạng Sơn",0969448335,54,Kia,Lạng Sơn
KIA Sông Công,"KCN Nguyên Gon, Phường Cải Đan, Thành Phố Sông Công, Thái Nguyên",0969448335,54,Kia,Thái Nguyên
KIA Thái Nguyên,"Khu dân cư 3 + 4, Đường Phan Đình Phùng, P. Đồng Quang,TP. Thái Nguyên",0969448335,54,Kia,Thái Nguyên
KIA Hòa Bình,"Km 3.5 QL6, Phố Ngọc, Trung Minh, Tp. Hòa Bình, Hòa Bình",0969448335,54,Kia,Hòa Bình
KIA Yên Bái,"Tổ 18, Phường Đồng Tâm, Thành Phố Yên Bái, Tỉnh Yên Bái",0969448335,54,Kia,Yên Bái
KIA Sơn La,"Km 11, Phường Chiềng Sinh, Thành Phố Sơn La, Tỉnh Sơn La",0969448335,54,Kia,Sơn La
KIA Lào Cai,"001 Võ Nguyên Giáp, Bắc Cường, TX.Lào Cai, Lào Cai",0969448335,54,Kia,Lào Cai
KIA Tuyên Quang,"Km 5, xã Lưỡng Vượng, Thành phố Tuyên Quang, tỉnh Tuyên Quang",0969448335,54,Kia,Tuyên Quang
KIA Sơn Tây,"Khu Thành Ngạnh - Phường Trung Sơn Trầm, Thị xã Sơn Tây, Hà Nội",0969448335,54,Kia,Hà Nội
KIA Đống Đa,"568 Đ. Láng, Láng Hạ, Đống Đa, Hà Nội",0969448335,54,Kia,Hà Nội
KIA Bạch Đằng,"315 Nguyễn Khoái, Thanh Lương, Hai Bà Trưng, Hà Nội",0969448335,54,Kia,Hà Nội
KIA Long Biên,"105A Đ. Lý Sơn, Ngọc Thụy, Long Biên, Hà Nội",0969448335,54,Kia,Hà Nội
KIA Yên Nghĩa,"Số 889, Tổ 9, P. Phú Lãm, Q, Hà Đông, Hà Nội",0969448335,54,Kia,Hà Nội
KIA Phạm Văn Đồng,"Lô đất CC2, khu đô thị TP. Giao Lưu, P. Cổ Nhuế 1, Q. Bắc Từ Liêm, Hà Nội",0969448335,54,Kia,Hà Nội
KIA Cầu Diễn,"Km 10.5, Ql 32, Đường Cầu Diễn, Phúc Diễn, Bắc Từ Liêm, Tp Hà Nội, Việt Nam",0969448335,54,Kia,Hà Nội
KIA Giải Phóng,"Km10, Đường Giải Phóng, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",0969448335,54,Kia,Hà Nội
Mazda Hải Dương,"Km1, Đường, Nguyễn Lương Bằng, P. Phạm Ngũ Lão, Thành phố Hải Dương, Hải Dương",0969448335,31,Mazda,Hải Dương
KIA Hải Dương,"291 Nguyễn Lương Bằng, P. Thanh Trung, Thành phố Hải Dương, Hải Dương",0969448335,54,Kia,Hải Dương
City Ford,"Số 218 Quốc lộ 13 P. Hiệp Bình Chánh, Q. Thủ Đức, Hồ Chí Minh",0969448335,13,Ford,TP HCM
Mazda Biên Hòa,"19 Đ. 2A, P, Thành phố Biên Hòa, Đồng Nai",0912202098,31,Mazda,Đồng Nai
KIA Nha Trang,"Lô 1, Đường 23/10, Xã Vĩnh Hiệp, Thành Phố Nha Trang, Tỉnh Khánh Hòa, Nha Trang, Khánh Hòa",0969448335,54,Kia,Khánh Hòa
Honda Ô Tô Biên Hòa,"B04 Khu Công Nghiệp Amata, Long Bình, Thành phố Biên Hòa, Đồng Nai",0969448335,17,Honda,Đồng Nai
KIA Tân Sơn Nhất,"7 Hoàng Minh Giám, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh",0969448335,54,Kia,TP HCM
KIA Trường Chinh,"38 Chế Lan Viên, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh",0784 888 898,54,Kia,TP HCM
KIA Gò Vấp,"189 Nguyễn Oanh, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh",0968919378,54,Kia,TP HCM
KIA Thảo Điền,"Số 03 Đường Quốc Hương, Thảo Điền, Quận 2, Thành phố Hồ Chí Minh",0969448335,54,Kia,TP HCM
KIA Kinh Dương Vương,"309A Kinh Dương Vương, An Lạc, Bình Tân, Thành phố Hồ Chí Minh",0969448335,54,Kia,TP HCM
KIA Bình Triệu,"153 Quốc Lộ 13, Phường Hiệp Bình Chánh, Thủ Đức, HCM",0969448335,54,Kia,TP HCM
KIA Phú Mỹ Hưng,"314 Nguyễn Văn Linh, P Bình Thuận, Quận 7, TP HCM",0934072449,54,Kia,TP HCM
Subaru Hà Nội,"Số 1 Mạc Thái Tông, Phường Trung Hòa, Quận Cầu Giấy",0969448335,4,Subaru,Hà Nội
Honda Ô Tô Bình Dương,"Đại lộ Bình Dương, Khu Phố Bình Đức 2, Bình Hoà, Thuận An, Bình Dương",0969448335,17,Honda,Bình Dương
KIA Bình Tân,"75 Võ Văn Kiệt, P. An Lạc, Q. Bình Tân, TP.HCM",0989970049,54,Kia,TP HCM
BMW Phú Nhuận,"80 Nguyễn Văn Trỗi, Phường 8, Q. Phú Nhuận, TP. Hồ Chí Minh.",0969448335,22,Bmw,TP HCM
